gene,CHR,BP
AT1G24130,1,24130
AT1G28190,1,28190
AT1G29160,1,29160
AT1G33080,1,33080
AT1G34300,1,34300
AT1G37130,1,37130
AT1G55550,1,55550
AT1G55750,1,55750
AT1G56410,1,56410
AT1G61667,1,61667
AT1G64150,1,64150
AT1G72810,1,72810
AT1G72960,1,72960
AT1G73200,1,73200
AT2G03380,2,3380
AT2G05115,2,5115
AT2G14230,2,14230
AT2G14490,2,14490
AT2G18210,2,18210
AT2G18690,2,18690
AT2G24270,2,24270
AT2G24930,2,24930
AT2G30170,2,30170
AT2G31970,2,31970
AT2G36070,2,36070
AT2G43070,2,43070
AT2G44745,2,44745
AT2G45130,2,45130
AT2G47670,2,47670
AT3G03110,3,3110
AT3G10060,3,10060
AT3G10700,3,10700
AT3G14770,3,14770
AT3G18145,3,18145
AT3G19820,3,19820
AT3G26000,3,26000
AT3G27250,3,27250
AT3G44650,3,44650
AT3G48500,3,48500
AT3G52050,3,52050
AT3G57870,3,57870
AT3G61100,3,61100
AT4G01280,4,1280
AT4G01450,4,1450
AT4G04900,4,4900
AT4G09100,4,9100
AT4G10970,4,10970
AT4G14590,4,14590
AT4G18610,4,18610
AT4G22230,4,22230
AT4G22517,4,22517
AT4G24460,4,24460
AT4G26300,4,26300
AT4G26488,4,26488
AT4G30220,4,30220
AT4G30900,4,30900
AT4G35510,4,35510
AT5G01600,5,1600
AT5G04060,5,4060
AT5G11390,5,11390
AT5G15400,5,15400
AT5G20850,5,20850
AT5G21010,5,21010
AT5G23690,5,23690
AT5G24750,5,24750
AT5G38660,5,38660
AT5G39500,5,39500
AT5G40440,5,40440
AT5G43590,5,43590
AT5G47660,5,47660
AT5G48290,5,48290
AT5G51600,5,51600
AT5G53400,5,53400
AT5G59160,5,59160
AT5G59760,5,59760
AT5G62390,5,62390
ATMG00910,M,910
AT1G10890,1,10890
AT1G17380,1,17380
AT1G18680,1,18680
AT1G18840,1,18840
AT1G23390,1,23390
AT1G26390,1,26390
AT1G27565,1,27565
AT1G29770,1,29770
AT1G29990,1,29990
AT1G30190,1,30190
AT1G35220,1,35220
AT1G60780,1,60780
AT1G63780,1,63780
AT1G64185,1,64185
AT1G64970,1,64970
AT1G67626,1,67626
AT1G77710,1,77710
AT2G07715,2,7715
AT2G11280,2,11280
AT2G18560,2,18560
AT2G24120,2,24120
AT2G27285,2,27285
AT2G27810,2,27810
AT2G28620,2,28620
AT2G28920,2,28920
AT2G34460,2,34460
AT2G35780,2,35780
AT2G42590,2,42590
AT2G42760,2,42760
AT3G05050,3,5050
AT3G05420,3,5420
AT3G09940,3,9940
AT3G10113,3,10113
AT3G11450,3,11450
AT3G15950,3,15950
AT3G18020,3,18020
AT3G19050,3,19050
AT3G26680,3,26680
AT3G27960,3,27960
AT3G29787,3,29787
AT3G43250,3,43250
AT3G43300,3,43300
AT3G43523,3,43523
AT3G45660,3,45660
AT3G45770,3,45770
AT3G47965,3,47965
AT3G48057,3,48057
AT3G50110,3,50110
AT3G58980,3,58980
AT4G00020,4,20
AT4G05460,4,5460
AT4G09080,4,9080
AT4G09650,4,9650
AT4G11210,4,11210
AT4G11845,4,11845
AT4G12800,4,12800
AT4G13810,4,13810
AT4G16370,4,16370
AT4G20910,4,20910
AT4G23880,4,23880
AT4G25720,4,25720
AT4G28150,4,28150
AT4G29020,4,29020
AT4G29130,4,29130
AT4G31460,4,31460
AT4G31930,4,31930
AT4G33500,4,33500
AT4G33700,4,33700
AT4G33990,4,33990
AT4G36230,4,36230
AT4G36380,4,36380
AT4G39620,4,39620
AT5G04090,5,4090
AT5G07110,5,7110
AT5G07290,5,7290
AT5G11740,5,11740
AT5G15910,5,15910
AT5G16400,5,16400
AT5G17030,5,17030
AT5G19097,5,19097
AT5G21105,5,21105
AT5G22050,5,22050
AT5G26960,5,26960
AT5G38890,5,38890
AT5G39080,5,39080
AT5G41670,5,41670
AT5G41830,5,41830
AT5G42840,5,42840
AT5G43850,5,43850
AT5G44010,5,44010
AT5G46150,5,46150
AT5G49300,5,49300
AT5G51510,5,51510
AT5G53460,5,53460
AT5G54880,5,54880
AT5G54940,5,54940
AT5G56795,5,56795
AT5G58140,5,58140
AT5G60430,5,60430
AT5G62410,5,62410
AT5G63040,5,63040
AT5G65340,5,65340
AT1G03330,1,3330
AT1G05785,1,5785
AT1G05970,1,5970
AT1G11450,1,11450
AT1G12340,1,12340
AT1G17450,1,17450
AT1G21740,1,21740
AT1G21810,1,21810
AT1G24120,1,24120
AT1G32180,1,32180
AT1G32790,1,32790
AT1G36190,1,36190
AT1G47550,1,47550
AT1G48570,1,48570
AT1G62320,1,62320
AT1G65710,1,65710
AT1G67250,1,67250
AT1G67360,1,67360
AT1G68200,1,68200
AT1G72870,1,72870
AT1G74370,1,74370
AT1G80540,1,80540
AT2G05310,2,5310
AT2G05765,2,5765
AT2G14620,2,14620
AT2G22260,2,22260
AT2G23670,2,23670
AT2G27775,2,27775
AT2G27820,2,27820
AT2G30575,2,30575
AT2G32130,2,32130
AT2G35160,2,35160
AT2G35340,2,35340
AT2G37580,2,37580
AT2G46290,2,46290
AT2G47380,2,47380
AT3G01070,3,1070
AT3G07740,3,7740
AT3G12490,3,12490
AT3G16175,3,16175
AT3G21020,3,21020
AT3G22850,3,22850
AT3G27380,3,27380
AT3G30812,3,30812
AT3G47370,3,47370
AT3G50810,3,50810
AT3G56120,3,56120
AT4G10620,4,10620
AT4G10690,4,10690
AT4G13800,4,13800
AT4G13930,4,13930
AT4G15417,4,15417
AT4G26660,4,26660
AT4G36105,4,36105
AT4G37010,4,37010
AT4G37460,4,37460
AT4G38900,4,38900
AT4G39240,4,39240
AT5G04070,5,4070
AT5G08050,5,8050
AT5G10490,5,10490
AT5G18380,5,18380
AT5G22320,5,22320
AT5G24170,5,24170
AT5G24330,5,24330
AT5G26980,5,26980
AT5G28050,5,28050
AT5G33404,5,33404
AT5G39510,5,39510
AT5G55760,5,55760
AT5G61150,5,61150
AT5G63320,5,63320
ATMG01220,M,1220
AT1G03390,1,3390
AT1G05190,1,5190
AT1G10200,1,10200
AT1G13200,1,13200
AT1G15215,1,15215
AT1G17630,1,17630
AT1G20225,1,20225
AT1G25350,1,25350
AT1G26780,1,26780
AT1G27720,1,27720
AT1G28640,1,28640
AT1G29060,1,29060
AT1G31885,1,31885
AT1G45545,1,45545
AT1G50010,1,50010
AT1G56500,1,56500
AT1G56610,1,56610
AT1G58270,1,58270
AT1G67785,1,67785
AT1G71866,1,71866
AT1G75450,1,75450
AT1G78590,1,78590
AT1G79320,1,79320
AT1G79540,1,79540
AT2G10250,2,10250
AT2G10735,2,10735
AT2G21385,2,21385
AT2G24700,2,24700
AT2G24750,2,24750
AT2G26140,2,26140
AT2G27505,2,27505
AT2G29970,2,29970
AT2G32140,2,32140
AT2G38720,2,38720
AT2G43980,2,43980
AT3G03855,3,3855
AT3G04854,3,4854
AT3G06868,3,6868
AT3G09620,3,9620
AT3G11510,3,11510
AT3G23390,3,23390
AT3G23410,3,23410
AT3G28007,3,28007
AT3G29775,3,29775
AT3G44430,3,44430
AT3G47290,3,47290
AT3G51360,3,51360
AT3G54050,3,54050
AT4G00880,4,880
AT4G04830,4,4830
AT4G07810,4,7810
AT4G08280,4,8280
AT4G11100,4,11100
AT4G13360,4,13360
AT4G13590,4,13590
AT4G20850,4,20850
AT4G24380,4,24380
AT4G29880,4,29880
AT4G31950,4,31950
AT4G35620,4,35620
AT4G37310,4,37310
AT4G39100,4,39100
AT4G39470,4,39470
AT5G03140,5,3140
AT5G03340,5,3340
AT5G09770,5,9770
AT5G11730,5,11730
AT5G22340,5,22340
AT5G25070,5,25070
AT5G25140,5,25140
AT5G25540,5,25540
AT5G26910,5,26910
AT5G27160,5,27160
AT5G27850,5,27850
AT5G38300,5,38300
AT5G40200,5,40200
AT5G43950,5,43950
AT5G44785,5,44785
AT5G47435,5,47435
AT5G54050,5,54050
AT5G55350,5,55350
AT5G55520,5,55520
AT5G55820,5,55820
AT5G57710,5,57710
AT5G58000,5,58000
AT5G59750,5,59750
AT5G61760,5,61760
AT5G65683,5,65683
AT5G66020,5,66020
AT1G02580,1,2580
AT1G03600,1,3600
AT1G10740,1,10740
AT1G11750,1,11750
AT1G14290,1,14290
AT1G17345,1,17345
AT1G17970,1,17970
AT1G20060,1,20060
AT1G30450,1,30450
AT1G34540,1,34540
AT1G34780,1,34780
AT1G46192,1,46192
AT1G50910,1,50910
AT1G53650,1,53650
AT1G60940,1,60940
AT1G62330,1,62330
AT1G69350,1,69350
AT1G69390,1,69390
AT1G72175,1,72175
AT1G74390,1,74390
AT1G75960,1,75960
AT1G78895,1,78895
AT2G11270,2,11270
AT2G14455,2,14455
AT2G18670,2,18670
AT2G21820,2,21820
AT2G36590,2,36590
AT2G37678,2,37678
AT2G38220,2,38220
AT2G40300,2,40300
AT2G44610,2,44610
AT3G11397,3,11397
AT3G13540,3,13540
AT3G17450,3,17450
AT3G18010,3,18010
AT3G25920,3,25920
AT3G26650,3,26650
AT3G27400,3,27400
AT3G28950,3,28950
AT3G30218,3,30218
AT3G31023,3,31023
AT3G47836,3,47836
AT3G49710,3,49710
AT3G50140,3,50140
AT3G50770,3,50770
AT3G52072,3,52072
AT3G54670,3,54670
AT3G58700,3,58700
AT4G00490,4,490
AT4G01335,4,1335
AT4G04710,4,4710
AT4G05280,4,5280
AT4G14840,4,14840
AT4G21902,4,21902
AT4G23496,4,23496
AT4G24440,4,24440
AT4G25650,4,25650
AT4G27440,4,27440
AT4G27510,4,27510
AT4G33860,4,33860
AT4G35930,4,35930
AT4G37090,4,37090
AT5G07040,5,7040
AT5G09230,5,9230
AT5G10020,5,10020
AT5G15350,5,15350
AT5G16200,5,16200
AT5G16290,5,16290
AT5G17770,5,17770
AT5G19830,5,19830
AT5G19880,5,19880
AT5G28420,5,28420
AT5G38020,5,38020
AT5G39245,5,39245
AT5G39865,5,39865
AT5G47960,5,47960
AT5G48040,5,48040
AT5G48390,5,48390
AT5G50420,5,50420
AT5G54165,5,54165
AT5G56880,5,56880
AT5G58740,5,58740
AT5G64390,5,64390
AT1G01290,1,1290
AT1G01600,1,1600
AT1G05690,1,5690
AT1G09820,1,9820
AT1G11370,1,11370
AT1G16080,1,16080
AT1G22960,1,22960
AT1G29640,1,29640
AT1G31200,1,31200
AT1G43860,1,43860
AT1G48110,1,48110
AT1G53700,1,53700
AT1G55490,1,55490
AT1G56280,1,56280
AT1G58590,1,58590
AT1G61450,1,61450
AT1G68290,1,68290
AT1G69460,1,69460
AT1G78940,1,78940
AT2G01510,2,1510
AT2G03430,2,3430
AT2G11300,2,11300
AT2G18300,2,18300
AT2G20620,2,20620
AT2G20815,2,20815
AT2G23420,2,23420
AT2G23755,2,23755
AT2G25640,2,25640
AT2G25720,2,25720
AT2G25820,2,25820
AT2G27490,2,27490
AT2G28380,2,28380
AT2G30420,2,30420
AT2G30580,2,30580
AT2G30960,2,30960
AT2G35040,2,35040
AT2G35840,2,35840
AT2G36200,2,36200
AT2G37120,2,37120
AT2G37200,2,37200
AT2G46220,2,46220
AT3G01140,3,1140
AT3G09080,3,9080
AT3G15351,3,15351
AT3G16570,3,16570
AT3G25990,3,25990
AT3G27880,3,27880
AT3G28370,3,28370
AT3G29618,3,29618
AT3G44670,3,44670
AT3G46500,3,46500
AT3G47347,3,47347
AT3G52730,3,52730
AT3G53900,3,53900
AT3G57510,3,57510
AT3G58000,3,58000
AT3G59780,3,59780
AT3G61870,3,61870
AT4G02130,4,2130
AT4G05040,4,5040
AT4G08720,4,8720
AT4G09584,4,9584
AT4G10450,4,10450
AT4G11050,4,11050
AT4G14716,4,14716
AT4G16250,4,16250
AT4G17380,4,17380
AT4G17615,4,17615
AT4G17710,4,17710
AT4G17810,4,17810
AT4G18430,4,18430
AT4G19460,4,19460
AT4G22520,4,22520
AT4G23220,4,23220
AT4G23290,4,23290
AT4G33510,4,33510
AT4G34710,4,34710
AT4G36110,4,36110
AT4G36810,4,36810
AT4G36880,4,36880
AT5G03030,5,3030
AT5G13190,5,13190
AT5G15900,5,15900
AT5G20570,5,20570
AT5G25130,5,25130
AT5G25490,5,25490
AT5G34665,5,34665
AT5G35210,5,35210
AT5G36940,5,36940
AT5G38940,5,38940
AT5G40650,5,40650
AT5G46510,5,46510
AT5G48300,5,48300
AT5G54710,5,54710
AT5G56580,5,56580
AT5G59613,5,59613
AT5G59920,5,59920
AT5G61170,5,61170
AT5G64170,5,64170
AT1G03730,1,3730
AT1G05230,1,5230
AT1G08860,1,8860
AT1G12060,1,12060
AT1G12900,1,12900
AT1G14020,1,14020
AT1G14860,1,14860
AT1G16140,1,16140
AT1G16510,1,16510
AT1G17520,1,17520
AT1G18745,1,18745
AT1G26770,1,26770
AT1G30370,1,30370
AT1G33990,1,33990
AT1G34480,1,34480
AT1G54385,1,54385
AT1G55790,1,55790
AT1G60560,1,60560
AT1G61440,1,61440
AT1G61990,1,61990
AT1G62180,1,62180
AT1G66680,1,66680
AT1G66783,1,66783
AT1G70260,1,70260
AT1G78030,1,78030
AT1G79230,1,79230
AT2G02480,2,2480
AT2G07160,2,7160
AT2G12360,2,12360
AT2G12462,2,12462
AT2G18590,2,18590
AT2G20250,2,20250
AT2G28755,2,28755
AT2G30945,2,30945
AT2G32270,2,32270
AT2G36305,2,36305
AT2G40490,2,40490
AT2G43010,2,43010
AT2G43920,2,43920
AT2G44570,2,44570
AT2G46150,2,46150
AT2G46930,2,46930
AT3G01600,3,1600
AT3G02660,3,2660
AT3G03830,3,3830
AT3G05630,3,5630
AT3G13850,3,13850
AT3G16450,3,16450
AT3G17465,3,17465
AT3G18217,3,18217
AT3G19800,3,19800
AT3G25680,3,25680
AT3G29160,3,29160
AT3G29770,3,29770
AT3G44210,3,44210
AT3G44970,3,44970
AT3G46480,3,46480
AT3G47470,3,47470
AT3G47810,3,47810
AT3G48270,3,48270
AT3G48300,3,48300
AT3G49620,3,49620
AT3G51550,3,51550
AT3G52740,3,52740
AT3G54400,3,54400
AT3G55080,3,55080
AT4G00050,4,50
AT4G00975,4,975
AT4G03410,4,3410
AT4G05360,4,5360
AT4G10695,4,10695
AT4G11070,4,11070
AT4G18650,4,18650
AT4G25240,4,25240
AT4G39920,4,39920
AT5G01960,5,1960
AT5G06340,5,6340
AT5G12080,5,12080
AT5G14160,5,14160
AT5G16300,5,16300
AT5G35416,5,35416
AT5G40710,5,40710
AT5G44580,5,44580
AT5G46690,5,46690
AT5G50350,5,50350
AT5G53290,5,53290
AT5G55610,5,55610
AT5G57920,5,57920
AT5G58110,5,58110
AT5G60260,5,60260
AT5G67411,5,67411
AT1G01020,1,1020
AT1G01140,1,1140
AT1G01225,1,1225
AT1G01300,1,1300
AT1G02160,1,2160
AT1G03720,1,3720
AT1G07740,1,7740
AT1G17455,1,17455
AT1G21060,1,21060
AT1G21070,1,21070
AT1G21720,1,21720
AT1G33940,1,33940
AT1G34160,1,34160
AT1G47813,1,47813
AT1G52390,1,52390
AT1G54290,1,54290
AT1G64980,1,64980
AT1G76260,1,76260
AT1G76270,1,76270
AT1G77580,1,77580
AT2G01060,2,1060
AT2G01340,2,1340
AT2G04620,2,4620
AT2G13850,2,13850
AT2G17525,2,17525
AT2G24790,2,24790
AT2G29510,2,29510
AT2G34400,2,34400
AT2G35360,2,35360
AT2G35736,2,35736
AT2G37670,2,37670
AT2G38740,2,38740
AT2G40805,2,40805
AT2G41780,2,41780
AT2G43150,2,43150
AT2G43330,2,43330
AT3G03500,3,3500
AT3G07810,3,7810
AT3G13720,3,13720
AT3G16320,3,16320
AT3G18480,3,18480
AT3G20960,3,20960
AT3G23060,3,23060
AT3G26400,3,26400
AT3G26540,3,26540
AT3G27070,3,27070
AT3G28470,3,28470
AT3G29580,3,29580
AT3G43720,3,43720
AT3G54980,3,54980
AT3G56620,3,56620
AT3G59920,3,59920
AT3G60040,3,60040
AT4G02350,4,2350
AT4G03280,4,3280
AT4G03965,4,3965
AT4G08180,4,8180
AT4G10630,4,10630
AT4G15710,4,15710
AT4G24700,4,24700
AT4G25515,4,25515
AT4G31550,4,31550
AT4G36700,4,36700
AT4G38810,4,38810
AT5G04320,5,4320
AT5G04740,5,4740
AT5G05820,5,5820
AT5G08010,5,8010
AT5G10750,5,10750
AT5G13930,5,13930
AT5G14530,5,14530
AT5G14950,5,14950
AT5G18790,5,18790
AT5G20070,5,20070
AT5G20670,5,20670
AT5G23110,5,23110
AT5G35110,5,35110
AT5G35160,5,35160
AT5G38060,5,38060
AT5G46700,5,46700
AT5G49440,5,49440
AT5G50720,5,50720
AT5G51210,5,51210
AT5G55310,5,55310
AT5G58260,5,58260
AT5G63840,5,63840
AT1G02300,1,2300
AT1G02990,1,2990
AT1G12410,1,12410
AT1G14510,1,14510
AT1G18150,1,18150
AT1G19000,1,19000
AT1G24470,1,24470
AT1G30850,1,30850
AT1G32330,1,32330
AT1G33110,1,33110
AT1G35290,1,35290
AT1G45015,1,45015
AT1G48060,1,48060
AT1G51500,1,51500
AT1G61380,1,61380
AT1G62760,1,62760
AT1G62830,1,62830
AT1G66690,1,66690
AT1G72040,1,72040
AT1G73360,1,73360
AT1G76540,1,76540
AT1G80230,1,80230
AT2G04330,2,4330
AT2G05632,2,5632
AT2G05995,2,5995
AT2G11165,2,11165
AT2G23470,2,23470
AT2G30980,2,30980
AT2G37890,2,37890
AT2G43130,2,43130
AT2G43810,2,43810
AT2G43890,2,43890
AT2G44160,2,44160
AT2G44640,2,44640
AT3G04130,3,4130
AT3G08550,3,8550
AT3G08880,3,8880
AT3G12630,3,12630
AT3G15210,3,15210
AT3G16410,3,16410
AT3G19030,3,19030
AT3G22450,3,22450
AT3G22760,3,22760
AT3G23080,3,23080
AT3G24225,3,24225
AT3G30300,3,30300
AT3G31908,3,31908
AT3G57040,3,57040
AT3G57765,3,57765
AT3G61910,3,61910
AT4G02100,4,2100
AT4G03940,4,3940
AT4G13670,4,13670
AT4G15248,4,15248
AT4G15340,4,15340
AT4G16820,4,16820
AT4G16940,4,16940
AT4G17430,4,17430
AT4G19630,4,19630
AT4G23490,4,23490
AT4G26020,4,26020
AT4G32190,4,32190
AT4G38960,4,38960
AT5G02040,5,2040
AT5G03770,5,3770
AT5G04430,5,4430
AT5G05270,5,5270
AT5G06180,5,6180
AT5G08740,5,8740
AT5G10230,5,10230
AT5G14270,5,14270
AT5G14710,5,14710
AT5G14740,5,14740
AT5G17165,5,17165
AT5G27990,5,27990
AT5G28650,5,28650
AT5G40160,5,40160
AT5G42240,5,42240
AT5G44578,5,44578
AT5G49200,5,49200
AT5G50530,5,50530
AT5G56367,5,56367
AT5G57860,5,57860
AT5G61570,5,61570
AT5G62930,5,62930
AT5G67610,5,67610
AT1G04270,1,4270
AT1G04635,1,4635
AT1G05910,1,5910
AT1G07330,1,7330
AT1G16920,1,16920
AT1G22840,1,22840
AT1G29110,1,29110
AT1G30960,1,30960
AT1G44090,1,44090
AT1G48090,1,48090
AT1G48660,1,48660
AT1G52380,1,52380
AT1G55280,1,55280
AT1G59790,1,59790
AT1G67780,1,67780
AT1G68130,1,68130
AT1G68340,1,68340
AT1G70070,1,70070
AT1G70985,1,70985
AT1G71150,1,71150
AT1G74470,1,74470
AT1G77450,1,77450
AT2G01360,2,1360
AT2G04440,2,4440
AT2G12210,2,12210
AT2G15020,2,15020
AT2G20260,2,20260
AT2G21900,2,21900
AT2G23690,2,23690
AT2G23980,2,23980
AT2G24545,2,24545
AT2G29050,2,29050
AT2G30920,2,30920
AT2G37025,2,37025
AT2G38310,2,38310
AT2G39300,2,39300
AT2G43940,2,43940
AT2G45560,2,45560
AT3G11390,3,11390
AT3G14100,3,14100
AT3G17170,3,17170
AT3G19663,3,19663
AT3G20075,3,20075
AT3G21070,3,21070
AT3G23326,3,23326
AT3G24065,3,24065
AT3G25120,3,25120
AT3G27420,3,27420
AT3G30393,3,30393
AT3G43826,3,43826
AT3G44716,3,44716
AT3G47000,3,47000
AT3G48310,3,48310
AT3G49300,3,49300
AT3G60900,3,60900
AT3G63260,3,63260
AT4G01950,4,1950
AT4G02330,4,2330
AT4G08500,4,8500
AT4G08710,4,8710
AT4G15400,4,15400
AT4G15620,4,15620
AT4G15830,4,15830
AT4G18710,4,18710
AT4G18900,4,18900
AT4G21910,4,21910
AT4G22150,4,22150
AT4G23050,4,23050
AT4G35080,4,35080
AT4G37470,4,37470
AT4G38530,4,38530
AT4G40000,4,40000
AT5G01450,5,1450
AT5G03285,5,3285
AT5G07010,5,7010
AT5G07030,5,7030
AT5G09225,5,9225
AT5G09240,5,9240
AT5G10695,5,10695
AT5G10900,5,10900
AT5G11450,5,11450
AT5G13470,5,13470
AT5G14760,5,14760
AT5G24120,5,24120
AT5G26700,5,26700
AT5G27950,5,27950
AT5G40382,5,40382
AT5G40790,5,40790
AT5G41590,5,41590
AT5G43430,5,43430
AT5G44170,5,44170
AT5G49390,5,49390
AT5G54310,5,54310
AT5G57760,5,57760
AT5G57810,5,57810
AT5G65840,5,65840
AT5G66950,5,66950
AT1G01120,1,1120
AT1G05740,1,5740
AT1G14080,1,14080
AT1G15002,1,15002
AT1G17200,1,17200
AT1G18180,1,18180
AT1G19660,1,19660
AT1G22380,1,22380
AT1G22570,1,22570
AT1G24510,1,24510
AT1G24570,1,24570
AT1G30300,1,30300
AT1G30510,1,30510
AT1G35560,1,35560
AT1G51860,1,51860
AT1G53000,1,53000
AT1G55480,1,55480
AT1G56260,1,56260
AT1G58060,1,58060
AT1G60030,1,60030
AT1G62190,1,62190
AT1G64340,1,64340
AT1G64720,1,64720
AT1G67280,1,67280
AT1G69930,1,69930
AT1G76400,1,76400
AT2G02310,2,2310
AT2G03360,2,3360
AT2G05640,2,5640
AT2G17560,2,17560
AT2G37680,2,37680
AT2G40280,2,40280
AT3G02760,3,2760
AT3G02830,3,2830
AT3G04410,3,4410
AT3G07090,3,7090
AT3G09560,3,9560
AT3G11130,3,11130
AT3G14390,3,14390
AT3G16460,3,16460
AT3G19250,3,19250
AT3G20070,3,20070
AT3G20740,3,20740
AT3G21150,3,21150
AT3G23820,3,23820
AT3G43828,3,43828
AT3G49890,3,49890
AT3G54890,3,54890
AT3G56060,3,56060
AT3G59270,3,59270
AT3G62060,3,62060
AT3G63340,3,63340
AT3G63380,3,63380
AT4G00430,4,430
AT4G01023,4,1023
AT4G01510,4,1510
AT4G01550,4,1550
AT4G04700,4,4700
AT4G10650,4,10650
AT4G11080,4,11080
AT4G11450,4,11450
AT4G14410,4,14410
AT4G14940,4,14940
AT4G15240,4,15240
AT4G16720,4,16720
AT4G20280,4,20280
AT4G29570,4,29570
AT4G39960,4,39960
AT5G02500,5,2500
AT5G06990,5,6990
AT5G07190,5,7190
AT5G09930,5,9930
AT5G20700,5,20700
AT5G22360,5,22360
AT5G28390,5,28390
AT5G32470,5,32470
AT5G42445,5,42445
AT5G43175,5,43175
AT5G45750,5,45750
AT5G45800,5,45800
AT5G48100,5,48100
AT5G53870,5,53870
AT5G54540,5,54540
AT5G58620,5,58620
ATMG01170,M,1170
AT1G01060,1,1060
AT1G03110,1,3110
AT1G04590,1,4590
AT1G05960,1,5960
AT1G10385,1,10385
AT1G12080,1,12080
AT1G16635,1,16635
AT1G20640,1,20640
AT1G21100,1,21100
AT1G22810,1,22810
AT1G29560,1,29560
AT1G31900,1,31900
AT1G31940,1,31940
AT1G34210,1,34210
AT1G42970,1,42970
AT1G48590,1,48590
AT1G48950,1,48950
AT1G49530,1,49530
AT1G49780,1,49780
AT1G49790,1,49790
AT1G51370,1,51370
AT1G55370,1,55370
AT1G63850,1,63850
AT1G65020,1,65020
AT1G65486,1,65486
AT1G72790,1,72790
AT1G76710,1,76710
AT1G78840,1,78840
AT1G80600,1,80600
AT2G04520,2,4520
AT2G07779,2,7779
AT2G11290,2,11290
AT2G13463,2,13463
AT2G14680,2,14680
AT2G17115,2,17115
AT2G19860,2,19860
AT2G21530,2,21530
AT2G23840,2,23840
AT2G26280,2,26280
AT2G32670,2,32670
AT2G34600,2,34600
AT2G35760,2,35760
AT2G36540,2,36540
AT2G36840,2,36840
AT2G39620,2,39620
AT2G41440,2,41440
AT3G01590,3,1590
AT3G06020,3,6020
AT3G12830,3,12830
AT3G14050,3,14050
AT3G15920,3,15920
AT3G22425,3,22425
AT3G23840,3,23840
AT3G25500,3,25500
AT3G26960,3,26960
AT3G27710,3,27710
AT3G30842,3,30842
AT3G30867,3,30867
AT3G45420,3,45420
AT3G49870,3,49870
AT3G51740,3,51740
AT3G51850,3,51850
AT3G51940,3,51940
AT3G53740,3,53740
AT3G53960,3,53960
AT3G54090,3,54090
AT3G58470,3,58470
AT3G61010,3,61010
AT4G01730,4,1730
AT4G02230,4,2230
AT4G08340,4,8340
AT4G13050,4,13050
AT4G14110,4,14110
AT4G20860,4,20860
AT4G21280,4,21280
AT4G23620,4,23620
AT4G24600,4,24600
AT4G28170,4,28170
AT4G29650,4,29650
AT4G30620,4,30620
AT4G30760,4,30760
AT4G32530,4,32530
AT4G37483,4,37483
AT4G37925,4,37925
AT5G09450,5,9450
AT5G11200,5,11200
AT5G14090,5,14090
AT5G16580,5,16580
AT5G22130,5,22130
AT5G26770,5,26770
AT5G28000,5,28000
AT5G28490,5,28490
AT5G28750,5,28750
AT5G35600,5,35600
AT5G36960,5,36960
AT5G37190,5,37190
AT5G39800,5,39800
AT5G40610,5,40610
AT5G40810,5,40810
AT5G44925,5,44925
AT5G52400,5,52400
AT5G52690,5,52690
AT5G57030,5,57030
AT5G61300,5,61300
AT5G63300,5,63300
AT5G65930,5,65930
AT5G66550,5,66550
AT1G01370,1,1370
AT1G02145,1,2145
AT1G07660,1,7660
AT1G11280,1,11280
AT1G12940,1,12940
AT1G15900,1,15900
AT1G21460,1,21460
AT1G29700,1,29700
AT1G32920,1,32920
AT1G33600,1,33600
AT1G35242,1,35242
AT1G47710,1,47710
AT1G51990,1,51990
AT1G53480,1,53480
AT1G54470,1,54470
AT1G62260,1,62260
AT1G66540,1,66540
AT1G67105,1,67105
AT1G67325,1,67325
AT1G69490,1,69490
AT1G71940,1,71940
AT1G72300,1,72300
AT1G75760,1,75760
AT2G05510,2,5510
AT2G14020,2,14020
AT2G18150,2,18150
AT2G18390,2,18390
AT2G20722,2,20722
AT2G20723,2,20723
AT2G24630,2,24630
AT2G24650,2,24650
AT2G26780,2,26780
AT2G28230,2,28230
AT2G31550,2,31550
AT2G32280,2,32280
AT2G33730,2,33730
AT2G42700,2,42700
AT2G45350,2,45350
AT2G45470,2,45470
AT3G10260,3,10260
AT3G11420,3,11420
AT3G12780,3,12780
AT3G14450,3,14450
AT3G16940,3,16940
AT3G19520,3,19520
AT3G19810,3,19810
AT3G20560,3,20560
AT3G22110,3,22110
AT3G23740,3,23740
AT3G25826,3,25826
AT3G25940,3,25940
AT3G26490,3,26490
AT3G30110,3,30110
AT3G43623,3,43623
AT3G47860,3,47860
AT3G48400,3,48400
AT3G49850,3,49850
AT3G50630,3,50630
AT3G55520,3,55520
AT3G55640,3,55640
AT4G08869,4,8869
AT4G10760,4,10760
AT4G15560,4,15560
AT4G16490,4,16490
AT4G17440,4,17440
AT4G19060,4,19060
AT4G21326,4,21326
AT4G25050,4,25050
AT4G29790,4,29790
AT4G31020,4,31020
AT4G38330,4,38330
AT5G10350,5,10350
AT5G11360,5,11360
AT5G11930,5,11930
AT5G13630,5,13630
AT5G22620,5,22620
AT5G23200,5,23200
AT5G28415,5,28415
AT5G34851,5,34851
AT5G35420,5,35420
AT5G35960,5,35960
AT5G38212,5,38212
AT5G46710,5,46710
AT5G48510,5,48510
AT5G53230,5,53230
AT5G59240,5,59240
AT5G61100,5,61100
AT1G03310,1,3310
AT1G07030,1,7030
AT1G15250,1,15250
AT1G15320,1,15320
